Date,Status,Type,Title,Action,Session ID,ID,Tool,Entry type,Source provider version,Source team name,Team channel name,Source site address,Source site name,Source list title,Source list ID,Source user account,Loaded from,Source path,Source ID,Source version,Destination provider version,Destination team name,Destination site address,Destination site name,Destination list title,Destination list ID,Destination user account,Destination path,Destination ID,Messages,Warnings,Errors,Copy options,Export Api Used,Throttling statistics,Application version,Details,Office 365 Import: Status,Office 365 Import: Job IDs,Office 365 Import: # of objects processed,Office 365 Import: # of objects,Office 365 Import: Progress %,Office 365 Import: Import start,Office 365 Import: Import end,Azure jobs,Help links
2020-09-04T08:40:02Z,Skipped,File,SCHEDULE - 4_1005138231.xls,Copy,200904-1,200904043950_1_4904200904044002_410,Copy SharePoint content,Item,SP2010,,,http://eclipsedm.willis.com/2012/11/,November 2012,23,ceef90da-f8b0-4735-897b-cee3897823ac,INT\svc_crbspmigrate_p,,SCHEDULE - 4_1005138231.xls,282,,SP2019,,https://euteamsites.willistowerswatson.com/Sites/EclipseDM201211/,November 2012,23,2da14c05-f84a-4bc8-852a-b442c33bbafd,INT\svc_crbspmigrate_p,,,,,,,False,,13.1.2,Item skipped.,,,,,,,,<AzureJobs />,
2020-09-04T08:40:02Z,Skipped,File,Schedule - 3_1005210058.xls,Copy,200904-1,200904043950_1_4904200904044002_409,Copy SharePoint content,Item,SP2010,,,http://eclipsedm.willis.com/2012/11/,November 2012,23,ceef90da-f8b0-4735-897b-cee3897823ac,INT\svc_crbspmigrate_p,,Schedule - 3_1005210058.xls,351,,SP2019,,https://euteamsites.willistowerswatson.com/Sites/EclipseDM201211/,November 2012,23,2da14c05-f84a-4bc8-852a-b442c33bbafd,INT\svc_crbspmigrate_p,,,,,,,False,,13.1.2,Item skipped.,,,,,,,,<AzureJobs />,
2020-09-04T08:40:02Z,Skipped,File,SCHEDULE - 3_1005138061.xls,Copy,200904-1,200904043950_1_4904200904044002_408,Copy SharePoint content,Item,SP2010,,,http://eclipsedm.willis.com/2012/11/,November 2012,23,ceef90da-f8b0-4735-897b-cee3897823ac,INT\svc_crbspmigrate_p,,SCHEDULE - 3_1005138061.xls,276,,SP2019,,https://euteamsites.willistowerswatson.com/Sites/EclipseDM201211/,November 2012,23,2da14c05-f84a-4bc8-852a-b442c33bbafd,INT\svc_crbspmigrate_p,,,,,,,False,,13.1.2,Item skipped.,,,,,,,,<AzureJobs />,
2020-09-04T08:40:02Z,Skipped,File,Schedule - 2_1005209850.xls,Copy,200904-1,200904043950_1_4904200904044002_407,Copy SharePoint content,Item,SP2010,,,http://eclipsedm.willis.com/2012/11/,November 2012,23,ceef90da-f8b0-4735-897b-cee3897823ac,INT\svc_crbspmigrate_p,,Schedule - 2_1005209850.xls,350,,SP2019,,https://euteamsites.willistowerswatson.com/Sites/EclipseDM201211/,November 2012,23,2da14c05-f84a-4bc8-852a-b442c33bbafd,INT\svc_crbspmigrate_p,,,,,,,False,,13.1.2,Item skipped.,,,,,,,,<AzureJobs />,
2020-09-04T08:40:02Z,Skipped,File,SCHEDULE - 2_1005137582.xls,Copy,200904-1,200904043950_1_4904200904044002_406,Copy SharePoint content,Item,SP2010,,,http://eclipsedm.willis.com/2012/11/,November 2012,23,ceef90da-f8b0-4735-897b-cee3897823ac,INT\svc_crbspmigrate_p,,SCHEDULE - 2_1005137582.xls,275,,SP2019,,https://euteamsites.willistowerswatson.com/Sites/EclipseDM201211/,November 2012,23,2da14c05-f84a-4bc8-852a-b442c33bbafd,INT\svc_crbspmigrate_p,,,,,,,False,,13.1.2,Item skipped.,,,,,,,,<AzureJobs />,
2020-09-04T08:40:02Z,Skipped,File,Schedule - 1_1005209644.xls,Copy,200904-1,200904043950_1_4904200904044002_405,Copy SharePoint content,Item,SP2010,,,http://eclipsedm.willis.com/2012/11/,November 2012,23,ceef90da-f8b0-4735-897b-cee3897823ac,INT\svc_crbspmigrate_p,,Schedule - 1_1005209644.xls,349,,SP2019,,https://euteamsites.willistowerswatson.com/Sites/EclipseDM201211/,November 2012,23,2da14c05-f84a-4bc8-852a-b442c33bbafd,INT\svc_crbspmigrate_p,,,,,,,False,,13.1.2,Item skipped.,,,,,,,,<AzureJobs />,
2020-09-04T08:40:02Z,Skipped,File,SCHEDULE - 1_1005136423.xls,Copy,200904-1,200904043950_1_4904200904044002_404,Copy SharePoint content,Item,SP2010,,,http://eclipsedm.willis.com/2012/11/,November 2012,23,ceef90da-f8b0-4735-897b-cee3897823ac,INT\svc_crbspmigrate_p,,SCHEDULE - 1_1005136423.xls,274,,SP2019,,https://euteamsites.willistowerswatson.com/Sites/EclipseDM201211/,November 2012,23,2da14c05-f84a-4bc8-852a-b442c33bbafd,INT\svc_crbspmigrate_p,,,,,,,False,,13.1.2,Item skipped.,,,,,,,,<AzureJobs />,
2020-09-04T08:40:02Z,Skipped,File,RUX5562_Schedule_1005188139.pdf,Copy,200904-1,200904043950_1_4904200904044002_403,Copy SharePoint content,Item,SP2010,,,http://eclipsedm.willis.com/2012/11/,November 2012,23,ceef90da-f8b0-4735-897b-cee3897823ac,INT\svc_crbspmigrate_p,,RUX5562_Schedule_1005188139.pdf,329,,SP2019,,https://euteamsites.willistowerswatson.com/Sites/EclipseDM201211/,November 2012,23,2da14c05-f84a-4bc8-852a-b442c33bbafd,INT\svc_crbspmigrate_p,,,,,,,False,,13.1.2,Item skipped.,,,,,,,,<AzureJobs />,
2020-09-04T08:40:02Z,Skipped,File,RUX5562_Schedule_1005188064.pdf,Copy,200904-1,200904043950_1_4904200904044002_402,Copy SharePoint content,Item,SP2010,,,http://eclipsedm.willis.com/2012/11/,November 2012,23,ceef90da-f8b0-4735-897b-cee3897823ac,INT\svc_crbspmigrate_p,,RUX5562_Schedule_1005188064.pdf,328,,SP2019,,https://euteamsites.willistowerswatson.com/Sites/EclipseDM201211/,November 2012,23,2da14c05-f84a-4bc8-852a-b442c33bbafd,INT\svc_crbspmigrate_p,,,,,,,False,,13.1.2,Item skipped.,,,,,,,,<AzureJobs />,
2020-09-04T08:40:02Z,Skipped,File,RUX5562_Schedule_1004998734.pdf,Copy,200904-1,200904043950_1_4904200904044002_401,Copy SharePoint content,Item,SP2010,,,http://eclipsedm.willis.com/2012/11/,November 2012,23,ceef90da-f8b0-4735-897b-cee3897823ac,INT\svc_crbspmigrate_p,,RUX5562_Schedule_1004998734.pdf,79,,SP2019,,https://euteamsites.willistowerswatson.com/Sites/EclipseDM201211/,November 2012,23,2da14c05-f84a-4bc8-852a-b442c33bbafd,INT\svc_crbspmigrate_p,,,,,,,False,,13.1.2,Item skipped.,,,,,,,,<AzureJobs />,
