#TYPE System.Management.Automation.PSCustomObject
"sListName","sNo. of Items","dListName","dItemsCount"
"01","24","01","24"
"02","4753","02","4753"
"03","5620","03","5620"
"04","4170","04","4170"
"05","5232","05","5232"
"06","5485","06","5485"
"07","93","07","93"
"08","24","08","24"
"09","4479","09","4479"
"10","5092","10","5092"
"11","4445","11","4445"
"12","4554","12","4554"
"13","4616","13","4616"
"14","51","14","51"
"15","24","15","24"
"16","4644","16","4644"
"17","4514","17","4514"
"18","5258","18","5258"
"19","4297","19","4297"
"20","3720","20","3720"
"21","98","21","98"
"22","24","22","24"
"23","4006","23","4006"
"24","4195","24","4195"
"25","4832","25","4832"
"26","5773","26","5773"
"27","4263","27","4263"
"28","273","28","273"
"29","43","29","43"
"30","5389","30","5389"
"31","6169","31","6169"
"Cache Profiles","0","Cache Profiles","4"
"Content and Structure Reports","0","Content and Structure Reports","7"
"Content type publishing error log","0","Content type publishing error log","32"
"List Template Gallery","0","List Template Gallery","0"
"Long Running Operation Status","0","Long Running Operation Status","0"
"Master Page Gallery","35","Master Page Gallery","256"
"Notification List","0","Notification List","0"
"Quick Deploy Items","0","Quick Deploy Items","0"
"Relationships List","0","Relationships List","1"
"Reporting Metadata","0","NotSet","NotSet"
"Reporting Templates","0","NotSet","NotSet"
"Reusable Content","0","Reusable Content","3"
"Site Collection Documents","0","Site Collection Documents","0"
"Site Collection Images","0","Site Collection Images","0"
"Solution Gallery","1","Solution Gallery","1"
"Style Library","0","Style Library","28"
"Suggested Content Browser Locations","0","Suggested Content Browser Locations","0"
"Tasks","0","Tasks","0"
"TaxonomyHiddenList","0","TaxonomyHiddenList","0"
"Theme Gallery","0","Theme Gallery","41"
"User Information List","760","User Information List","357"
"Variation Labels","0","Variation Labels","0"
"Web Part Gallery","48","Web Part Gallery","52"
"wfpub","21","wfpub","21"
"Workflow Tasks","0","Workflow Tasks","0"
