#TYPE System.Management.Automation.PSCustomObject
"sListName","sNo. of Items","dListName","dItemsCount"
"01","4439","01","4439"
"02","4713","02","4713"
"03","4047","03","4047"
"04","4273","04","4273"
"05","89","05","89"
"06","24","06","24"
"07","1320","07","1320"
"08","4604","08","4604"
"09","5796","09","5796"
"10","4952","10","4952"
"11","4628","11","4628"
"12","313","12","313"
"13","34","13","34"
"14","4763","14","4763"
"15","4426","15","4426"
"16","4898","16","4898"
"17","4741","17","4741"
"18","4170","18","4170"
"19","99","19","99"
"20","24","20","24"
"21","5434","21","5434"
"22","4967","22","4967"
"23","5759","23","5759"
"24","6986","24","6986"
"25","4511","25","4511"
"26","656","26","656"
"27","24","27","24"
"28","1004","28","1004"
"29","4487","29","4487"
"30","6143","30","6143"
"31","8062","31","8062"
"Cache Profiles","0","Cache Profiles","4"
"Content and Structure Reports","0","Content and Structure Reports","7"
"Content type publishing error log","0","Content type publishing error log","2"
"List Template Gallery","0","List Template Gallery","0"
"Long Running Operation Status","0","Long Running Operation Status","0"
"Master Page Gallery","35","Master Page Gallery","256"
"Notification List","0","Notification List","0"
"Quick Deploy Items","0","Quick Deploy Items","0"
"Relationships List","0","Relationships List","1"
"Reporting Metadata","0","NotSet","NotSet"
"Reporting Templates","0","NotSet","NotSet"
"Reusable Content","0","Reusable Content","3"
"Site Collection Documents","0","Site Collection Documents","0"
"Site Collection Images","0","Site Collection Images","0"
"Solution Gallery","1","Solution Gallery","1"
"Style Library","0","Style Library","28"
"Suggested Content Browser Locations","0","Suggested Content Browser Locations","0"
"Tasks","0","Tasks","0"
"TaxonomyHiddenList","0","TaxonomyHiddenList","0"
"Theme Gallery","0","Theme Gallery","41"
"User Information List","777","User Information List","349"
"Variation Labels","0","Variation Labels","0"
"Web Part Gallery","48","Web Part Gallery","52"
"wfpub","21","wfpub","21"
"Workflow Tasks","0","Workflow Tasks","0"
