#TYPE System.Management.Automation.PSCustomObject
"sListName","sNo. of Items","dListName","dItemsCount"
"01","20","01","20"
"02","0","02","0"
"03","599","03","599"
"04","427","04","427"
"05","649","05","649"
"06","640","06","640"
"07","552","07","552"
"08","39","08","39"
"09","0","09","0"
"10","426","10","426"
"11","499","11","499"
"12","624","12","624"
"13","821","13","821"
"14","430","14","430"
"15","24","15","24"
"16","22","16","22"
"17","836","17","836"
"18","989","18","989"
"19","845","19","845"
"20","930","20","930"
"21","498","21","498"
"22","46","22","46"
"23","33","23","33"
"24","213","24","213"
"25","19","25","19"
"26","43","26","43"
"27","524","27","524"
"28","533","28","533"
"29","42","29","42"
"30","17","30","17"
"31","606","31","606"
"Cache Profiles","0","Cache Profiles","4"
"Content and Structure Reports","0","Content and Structure Reports","7"
"Content type publishing error log","0","Content type publishing error log","2"
"List Template Gallery","0","List Template Gallery","0"
"Long Running Operation Status","0","Long Running Operation Status","0"
"Master Page Gallery","35","Master Page Gallery","256"
"Notification List","0","Notification List","0"
"Quick Deploy Items","0","Quick Deploy Items","0"
"Relationships List","0","Relationships List","1"
"Reporting Metadata","0","NotSet","NotSet"
"Reporting Templates","0","NotSet","NotSet"
"Reusable Content","0","Reusable Content","3"
"Site Collection Documents","0","Site Collection Documents","0"
"Site Collection Images","0","Site Collection Images","0"
"Solution Gallery","1","Solution Gallery","1"
"Style Library","0","Style Library","28"
"Suggested Content Browser Locations","0","Suggested Content Browser Locations","0"
"Tasks","0","Tasks","0"
"TaxonomyHiddenList","0","TaxonomyHiddenList","0"
"Theme Gallery","0","Theme Gallery","41"
"User Information List","490","User Information List","130"
"Variation Labels","0","Variation Labels","0"
"Web Part Gallery","48","Web Part Gallery","52"
"wfpub","21","wfpub","21"
"Workflow Tasks","0","Workflow Tasks","0"
